,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemod/Add,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,SalePrice,MSZoning_mean_enc,LotShape_mean_enc,LandContour_mean_enc,LotConfig_mean_enc,Neighborhood_mean_enc,Condition1_mean_enc,Condition2_mean_enc,BldgType_mean_enc,HouseStyle_mean_enc,RoofStyle_mean_enc,RoofMatl_mean_enc,Exterior1st_mean_enc,Exterior2nd_mean_enc,MasVnrType_mean_enc,ExterQual_mean_enc,ExterCond_mean_enc,Foundation_mean_enc,BsmtQual_mean_enc,BsmtCond_mean_enc,BsmtExposure_mean_enc,BsmtFinType1_mean_enc,BsmtFinType2_mean_enc,HeatingQC_mean_enc,CentralAir_mean_enc,Electrical_mean_enc,KitchenQual_mean_enc,Functional_mean_enc,GarageType_mean_enc,GarageFinish_mean_enc,GarageQual_mean_enc,GarageCond_mean_enc,PavedDrive_mean_enc,SaleType_mean_enc,TotalIndoorSF,TotalIndoorSF_squared,TotalIndoorSF_sqrt,TotalOutdoorSF,RenoYr_x_YrBuilt,OverallQual_x_Cond,OverallQual_x_IndoorSF,OverallQual_squared,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_Edwards,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_NAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA
995,75.0,11625,5,6,1967,1967,172.0,527.0,525.0,1052.0,1052,0,1052,0.0,1,1,3,6,1,1984.0,1.0,668.0,0,215,0,0,113500,191235.16458072592,162925.81235521234,178998.5648399349,177537.01463739187,137181.9099099099,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,224366.6549118388,180849.19703703703,159582.47333333333,160836.88,212161.4365079365,143270.97834803528,185258.20247469065,148415.5307068366,139988.4611048478,184021.85823336968,164533.53248693055,150107.02,185221.2841623785,138986.70519262983,187441.50366492147,187770.38222698073,139501.60744985673,183954.74934725848,205040.19538334708,239800.66404715128,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,4208.0,17707264.0,64.86909896090742,215,3869089,30,21040.0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
996,65.0,6435,6,5,1939,1950,0.0,0.0,972.0,972.0,972,605,1577,0.0,1,0,3,6,1,1939.0,1.0,312.0,0,0,0,0,140200,191235.16458072592,162925.81235521234,178998.5648399349,177537.01463739187,127022.69736842105,172604.77777777778,181382.07555555555,185275.68588235293,136480.09174311926,171264.25324274244,180849.19703703703,154402.0483383686,155978.63580246913,153679.27586206896,143270.97834803528,185258.20247469065,129050.19004524886,139988.4611048478,184021.85823336968,164533.53248693055,166155.25704809287,185221.2841623785,160174.00940438872,187441.50366492147,187770.38222698073,101334.9574468085,183954.74934725848,132132.94776119402,140718.148409894,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,5098.0,25989604.0,71.40028011149536,0,3781050,30,30588.0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
997,65.0,8450,5,6,1968,1968,90.0,162.0,450.0,882.0,909,0,909,0.0,1,0,3,5,0,1968.0,1.0,294.0,0,155,0,0,116000,191235.16458072592,162925.81235521234,178998.5648399349,177537.01463739187,137181.9099099099,139685.7142857143,181382.07555555555,185275.68588235293,179809.19452313503,171264.25324274244,180849.19703703703,170511.45394736843,166485.7135135135,212161.4365079365,143270.97834803528,185258.20247469065,148415.5307068366,139988.4611048478,184021.85823336968,164533.53248693055,150107.02,164538.75,138986.70519262983,187441.50366492147,187770.38222698073,139501.60744985673,183954.74934725848,205040.19538334708,140718.148409894,188312.70032751092,188211.90096359744,188792.16389038152,133574.52380952382,3312.0,10969344.0,57.54997827975264,155,3873024,30,16560.0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
998,88.0,11577,9,5,2005,2006,382.0,1455.0,383.0,1838.0,1838,0,1838,1.0,2,0,3,9,1,2005.0,3.0,682.0,161,225,0,0,359900,191235.16458072592,162925.81235521234,178998.5648399349,177537.01463739187,241051.35416666666,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,224366.6549118388,180849.19703703703,218174.08287292818,217798.6851595007,212161.4365079365,374460.3086419753,185258.20247469065,227676.4838012959,202537.58217592593,184021.85823336968,271610.5665024631,237597.24552845527,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,336424.4635761589,183954.74934725848,205040.19538334708,239800.66404715128,188312.70032751092,188211.90096359744,188792.16389038152,279021.05625,7352.0,54051904.0,85.74380444090407,386,4022030,45,66168.0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
999,50.0,8340,6,6,1977,1977,62.0,509.0,166.0,675.0,686,702,1388,0.0,1,1,3,6,0,1977.0,1.0,317.0,406,36,0,0,157500,191235.16458072592,211848.67052023122,178998.5648399349,177537.01463739187,202497.21666666667,185007.3101301641,181382.07555555555,185275.68588235293,206408.96321070235,171264.25324274244,180849.19703703703,159582.47333333333,166485.7135135135,212161.4365079365,143270.97834803528,185258.20247469065,148415.5307068366,202537.58217592593,184021.85823336968,206262.45138888888,237597.24552845527,185221.2841623785,138986.70519262983,187441.50366492147,187770.38222698073,139501.60744985673,183954.74934725848,205040.19538334708,140718.148409894,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,4126.0,17023876.0,64.2339474110069,442,3908529,36,24756.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1000,69.05520046484602,10708,5,5,1955,1993,0.0,379.0,470.0,1617.0,1867,0,1867,1.0,1,0,2,7,3,1955.0,1.0,303.0,476,0,0,142,190000,191235.16458072592,211848.67052023122,178998.5648399349,177537.01463739187,217490.07407407407,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,224366.6549118388,180849.19703703703,142940.88768115942,145654.3969465649,153679.27586206896,230802.4849354376,185258.20247469065,148415.5307068366,139988.4611048478,184021.85823336968,164533.53248693055,153266.92156862744,156659.02083333334,216027.6075117371,187441.50366492147,122565.15714285715,139501.60744985673,183954.74934725848,205040.19538334708,239800.66404715128,188312.70032751092,188211.90096359744,188792.16389038152,133574.52380952382,6200.0,38440000.0,78.74007874011811,618,3896315,25,31000.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1001,60.0,6911,5,5,1924,1950,0.0,405.0,740.0,1145.0,1301,0,1301,0.0,1,0,2,5,0,1965.0,2.0,440.0,0,0,0,0,100000,129119.14240506329,162925.81235521234,178998.5648399349,174703.6,127022.69736842105,143223.60550458715,181382.07555555555,185275.68588235293,179809.19452313503,171264.25324274244,180849.19703703703,142940.88768115942,145654.3969465649,153679.27586206896,143270.97834803528,185258.20247469065,227676.4838012959,139988.4611048478,184021.85823336968,189377.57055214723,153266.92156862744,185221.2841623785,138986.70519262983,187441.50366492147,187770.38222698073,101334.9574468085,154429.7619047619,132132.94776119402,140718.148409894,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,4892.0,23931664.0,69.94283380018284,0,3751800,25,24460.0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1002,80.0,8800,6,6,1964,1964,425.0,553.0,698.0,1251.0,1251,0,1251,1.0,1,0,3,6,2,1964.0,1.0,461.0,0,116,0,0,160000,191235.16458072592,162925.81235521234,178998.5648399349,177537.01463739187,145905.81612903226,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,224366.6549118388,180849.19703703703,159582.47333333333,160836.88,212161.4365079365,143270.97834803528,185258.20247469065,148415.5307068366,139988.4611048478,184021.85823336968,164533.53248693055,150107.02,185221.2841623785,138986.70519262983,187441.50366492147,187770.38222698073,139501.60744985673,183954.74934725848,205040.19538334708,204792.03626943004,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,5004.0,25040016.0,70.73895673530957,116,3857296,36,30024.0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1003,65.0,10739,7,5,2002,2001,68.0,1259.0,172.0,1431.0,1444,0,1444,1.0,2,0,3,6,0,2002.0,2.0,577.0,144,40,0,0,203000,191235.16458072592,211848.67052023122,178998.5648399349,177537.01463739187,202497.21666666667,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,171264.25324274244,180849.19703703703,218174.08287292818,217798.6851595007,212161.4365079365,230802.4849354376,185258.20247469065,227676.4838012959,202537.58217592593,184021.85823336968,164533.53248693055,237597.24552845527,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,204792.03626943004,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,5750.0,33062500.0,75.82875444051551,184,4006002,35,40250.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1004,69.05520046484602,9572,8,5,1990,1990,336.0,482.0,971.0,1453.0,1453,1357,2810,0.0,2,1,4,9,1,1990.0,2.0,750.0,500,0,0,0,302000,191235.16458072592,211848.67052023122,178998.5648399349,177537.01463739187,316294.125,185007.3101301641,181382.07555555555,185275.68588235293,206408.96321070235,171264.25324274244,180849.19703703703,142940.88768115942,145654.3969465649,212161.4365079365,230802.4849354376,185258.20247469065,227676.4838012959,329506.6195652174,184021.85823336968,164533.53248693055,237597.24552845527,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,204792.03626943004,262989.27777777775,209030.83333333334,188792.16389038152,174912.25154407637,8526.0,72692676.0,92.33634170791044,500,3960100,40,68208.0,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1005,50.0,8012,6,5,1980,1980,0.0,543.0,261.0,923.0,923,0,923,0.0,2,0,2,5,1,1980.0,1.0,264.0,80,0,0,0,143000,191235.16458072592,162925.81235521234,178998.5648399349,177537.01463739187,187760.16091954024,185007.3101301641,181382.07555555555,198312.37267080744,179809.19452313503,171264.25324274244,180849.19703703703,170511.45394736843,166485.7135135135,153679.27586206896,143270.97834803528,185258.20247469065,148415.5307068366,202537.58217592593,184021.85823336968,164533.53248693055,150107.02,156659.02083333334,138986.70519262983,187441.50366492147,187770.38222698073,139501.60744985673,183954.74934725848,205040.19538334708,204792.03626943004,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,3573.0,12766329.0,59.77457653551382,80,3920400,30,21438.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1006,66.0,16226,8,5,1998,1999,0.0,281.0,747.0,1028.0,1210,1242,2452,0.0,2,1,4,9,1,1998.0,2.0,683.0,208,50,0,0,267000,191235.16458072592,193182.22222222222,178998.5648399349,177537.01463739187,202497.21666666667,185007.3101301641,181382.07555555555,185275.68588235293,206408.96321070235,171264.25324274244,180849.19703703703,218174.08287292818,217798.6851595007,153679.27586206896,230802.4849354376,185258.20247469065,227676.4838012959,202537.58217592593,184021.85823336968,164533.53248693055,237597.24552845527,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,247883.52272727274,239800.66404715128,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,6960.0,48441600.0,83.42661445845684,258,3994002,40,55680.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1008,32.0,4500,6,5,1998,1998,443.0,1201.0,36.0,1237.0,1337,0,1337,1.0,2,0,2,5,0,1998.0,2.0,405.0,0,199,0,0,153500,129119.14240506329,162925.81235521234,178998.5648399349,174703.6,167656.70731707316,185007.3101301641,181382.07555555555,198312.37267080744,179809.19452313503,224366.6549118388,180849.19703703703,218174.08287292818,217798.6851595007,212161.4365079365,143270.97834803528,167623.02325581395,227676.4838012959,329506.6195652174,223969.55056179775,164533.53248693055,237597.24552845527,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,139501.60744985673,183954.74934725848,205040.19538334708,239800.66404715128,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,5148.0,26501904.0,71.74956445860839,199,3992004,30,30888.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1009,69.05520046484602,16647,5,5,1975,1981,0.0,1390.0,0.0,1390.0,1701,0,1701,1.0,2,0,3,6,2,1975.0,2.0,611.0,0,0,0,0,171000,191235.16458072592,211848.67052023122,178998.5648399349,230744.35877862596,137181.9099099099,139685.7142857143,181382.07555555555,185275.68588235293,149343.92,171264.25324274244,180849.19703703703,159582.47333333333,160836.88,153679.27586206896,143270.97834803528,185258.20247469065,148415.5307068366,202537.58217592593,184021.85823336968,271610.5665024631,164368.0170648464,185221.2841623785,138986.70519262983,187441.50366492147,187770.38222698073,139501.60744985673,150424.57142857142,143242.33333333334,239800.66404715128,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,6182.0,38217124.0,78.62569554541314,0,3912475,25,30910.0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1010,62.0,8707,4,5,1924,1950,0.0,0.0,1093.0,1093.0,1093,576,1669,0.0,1,1,4,9,0,1924.0,1.0,288.0,0,0,56,0,107000,191235.16458072592,162925.81235521234,178998.5648399349,174703.6,130493.46853146853,143223.60550458715,181382.07555555555,185275.68588235293,136480.09174311926,171264.25324274244,180849.19703703703,142940.88768115942,145654.3969465649,153679.27586206896,143270.97834803528,185258.20247469065,129050.19004524886,139988.4611048478,184021.85823336968,164533.53248693055,166155.25704809287,185221.2841623785,138986.70519262983,100575.0780141844,103678.91428571429,139501.60744985673,150424.57142857142,205040.19538334708,140718.148409894,116184.89024390244,188211.90096359744,188792.16389038152,174912.25154407637,5524.0,30514576.0,74.32361670424818,56,3751800,20,22096.0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1011,66.0,8300,6,6,1968,1968,86.0,952.0,0.0,952.0,952,0,952,1.0,1,0,3,5,0,1968.0,1.0,288.0,0,0,0,0,128500,191235.16458072592,211848.67052023122,178998.5648399349,177537.01463739187,145905.81612903226,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,171264.25324274244,180849.19703703703,142940.88768115942,145654.3969465649,212161.4365079365,143270.97834803528,185258.20247469065,148415.5307068366,139988.4611048478,184021.85823336968,189377.57055214723,143263.3825136612,185221.2841623785,160174.00940438872,187441.50366492147,187770.38222698073,139501.60744985673,183954.74934725848,205040.19538334708,140718.148409894,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,3808.0,14500864.0,61.70899448216605,0,3873024,36,22848.0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1012,72.0,9770,5,5,1957,1957,0.0,512.0,410.0,922.0,922,0,922,1.0,1,0,2,5,0,1957.0,1.0,308.0,0,34,0,0,116000,191235.16458072592,162925.81235521234,178998.5648399349,177537.01463739187,145905.81612903226,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,171264.25324274244,180849.19703703703,142940.88768115942,145654.3969465649,153679.27586206896,143270.97834803528,185258.20247469065,148415.5307068366,139988.4611048478,184021.85823336968,164533.53248693055,143263.3825136612,185221.2841623785,138986.70519262983,187441.50366492147,122565.15714285715,139501.60744985673,183954.74934725848,205040.19538334708,140718.148409894,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,3688.0,13601344.0,60.728905802755904,34,3829849,25,18440.0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1013,80.0,17400,5,5,1977,1977,0.0,936.0,190.0,1126.0,1126,0,1126,1.0,2,0,3,5,1,1977.0,2.0,484.0,295,41,0,0,160000,191235.16458072592,162925.81235521234,199313.11627906977,177537.01463739187,167656.70731707316,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,171264.25324274244,180849.19703703703,193055.09375,187992.64705882352,153679.27586206896,143270.97834803528,185258.20247469065,148415.5307068366,139988.4611048478,184021.85823336968,164533.53248693055,164368.0170648464,185221.2841623785,117123.64179104478,187441.50366492147,187770.38222698073,139501.60744985673,183954.74934725848,205040.19538334708,204792.03626943004,188312.70032751092,188211.90096359744,129824.46153846153,174912.25154407637,4504.0,20286016.0,67.11184694225007,336,3908529,25,22520.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1014,39.0,5070,8,5,1992,1992,0.0,0.0,1280.0,1280.0,1280,0,1280,0.0,2,0,2,5,0,1992.0,2.0,506.0,0,82,0,144,180000,191235.16458072592,211848.67052023122,262353.37647058826,177537.01463739187,329675.7368421053,185007.3101301641,181382.07555555555,198312.37267080744,179809.19452313503,171264.25324274244,180849.19703703703,159582.47333333333,160836.88,153679.27586206896,230802.4849354376,185258.20247469065,227676.4838012959,202537.58217592593,184021.85823336968,189377.57055214723,166155.25704809287,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,204792.03626943004,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,5120.0,26214400.0,71.55417527999327,226,3968064,40,40960.0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1015,66.0,7920,5,5,1970,2002,32.0,81.0,214.0,914.0,914,0,914,0.0,1,0,3,5,0,1970.0,1.0,368.0,120,0,0,0,133000,191235.16458072592,162925.81235521234,178998.5648399349,177537.01463739187,145905.81612903226,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,171264.25324274244,180849.19703703703,159582.47333333333,160836.88,212161.4365079365,143270.97834803528,185258.20247469065,148415.5307068366,139988.4611048478,184021.85823336968,164533.53248693055,164368.0170648464,221300.0,216027.6075117371,187441.50366492147,187770.38222698073,336424.4635761589,183954.74934725848,205040.19538334708,204792.03626943004,188312.70032751092,209030.83333333334,188792.16389038152,174912.25154407637,3037.0,9223369.0,55.10898293381942,120,3943940,25,15185.0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1016,78.0,7020,7,5,1997,1997,200.0,1243.0,45.0,1288.0,1368,0,1368,2.0,2,0,2,8,0,1997.0,4.0,784.0,0,48,0,0,215000,129119.14240506329,162925.81235521234,178998.5648399349,177537.01463739187,167656.70731707316,185007.3101301641,181382.07555555555,139296.33333333334,149343.92,171264.25324274244,180849.19703703703,154402.0483383686,155978.63580246913,212161.4365079365,143270.97834803528,167623.02325581395,227676.4838012959,202537.58217592593,184021.85823336968,271610.5665024631,237597.24552845527,185221.2841623785,160174.00940438872,187441.50366492147,187770.38222698073,139501.60744985673,183954.74934725848,205040.19538334708,239800.66404715128,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,5312.0,28217344.0,72.8834686331544,48,3988009,35,37184.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1017,69.05520046484602,7500,6,7,1942,1950,0.0,547.0,224.0,771.0,753,741,1494,0.0,1,0,3,7,2,1942.0,1.0,213.0,0,0,0,224,177500,191235.16458072592,211848.67052023122,142868.775,177537.01463739187,205901.21126760563,185007.3101301641,181382.07555555555,185275.68588235293,206408.96321070235,171264.25324274244,180849.19703703703,142940.88768115942,145654.3969465649,153679.27586206896,143270.97834803528,185258.20247469065,148415.5307068366,139988.4611048478,184021.85823336968,164533.53248693055,150107.02,185221.2841623785,117123.64179104478,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,140718.148409894,188312.70032751092,188211.90096359744,129824.46153846153,174912.25154407637,4530.0,20520900.0,67.30527468185537,224,3786900,42,27180.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1018,76.0,10612,8,5,2006,2006,248.0,28.0,1496.0,1524.0,1534,0,1534,0.0,2,0,3,7,1,2006.0,2.0,484.0,168,46,0,0,215000,191235.16458072592,162925.81235521234,178998.5648399349,177537.01463739187,227183.9,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,171264.25324274244,180849.19703703703,218174.08287292818,217798.6851595007,212161.4365079365,230802.4849354376,185258.20247469065,227676.4838012959,202537.58217592593,184021.85823336968,189377.57055214723,237597.24552845527,185221.2841623785,160174.00940438872,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,239800.66404715128,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,6116.0,37405456.0,78.20485918406861,214,4024036,40,48928.0,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1019,51.0,6120,5,6,1938,1950,0.0,273.0,679.0,952.0,994,588,1582,0.0,2,0,3,6,1,1938.0,1.0,250.0,189,0,34,0,150000,129119.14240506329,162925.81235521234,178998.5648399349,177537.01463739187,127022.69736842105,185007.3101301641,181382.07555555555,185275.68588235293,136480.09174311926,171264.25324274244,180849.19703703703,142940.88768115942,145654.3969465649,153679.27586206896,143270.97834803528,185258.20247469065,129050.19004524886,139988.4611048478,118629.07692307692,164533.53248693055,153266.92156862744,185221.2841623785,138986.70519262983,187441.50366492147,122565.15714285715,139501.60744985673,183954.74934725848,132132.94776119402,140718.148409894,116184.89024390244,188211.90096359744,188792.16389038152,174912.25154407637,5068.0,25684624.0,71.18988692223074,223,3779100,30,25340.0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1020,90.0,12376,7,5,1990,1990,0.0,1470.0,203.0,1673.0,1699,1523,3222,1.0,3,0,5,11,2,1990.0,3.0,594.0,367,0,0,0,320000,191235.16458072592,162925.81235521234,178998.5648399349,180629.591954023,187760.16091954024,185007.3101301641,181382.07555555555,185275.68588235293,206408.96321070235,224366.6549118388,180849.19703703703,170511.45394736843,166485.7135135135,153679.27586206896,143270.97834803528,185258.20247469065,227676.4838012959,202537.58217592593,184021.85823336968,189377.57055214723,237597.24552845527,185221.2841623785,160174.00940438872,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,140718.148409894,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,9790.0,95844100.0,98.94442884771229,367,3960100,35,68530.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1021,100.0,10004,6,6,1964,1964,180.0,196.0,975.0,1516.0,1516,0,1516,0.0,1,1,3,6,0,1964.0,2.0,472.0,0,0,0,152,167000,191235.16458072592,162925.81235521234,178998.5648399349,177537.01463739187,145905.81612903226,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,171264.25324274244,180849.19703703703,159582.47333333333,166485.7135135135,212161.4365079365,143270.97834803528,185258.20247469065,148415.5307068366,139988.4611048478,184021.85823336968,164533.53248693055,143263.3825136612,156659.02083333334,138986.70519262983,187441.50366492147,187770.38222698073,139501.60744985673,183954.74934725848,205040.19538334708,204792.03626943004,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,5719.0,32706961.0,75.62407024221852,152,3857296,36,34314.0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1024,103.0,11175,7,5,2007,2007,0.0,0.0,1316.0,1316.0,1316,0,1316,0.0,2,0,3,6,1,2007.0,2.0,440.0,0,20,0,0,200141,191235.16458072592,211848.67052023122,178998.5648399349,180629.591954023,202497.21666666667,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,171264.25324274244,180849.19703703703,218174.08287292818,217798.6851595007,153679.27586206896,230802.4849354376,185258.20247469065,227676.4838012959,202537.58217592593,184021.85823336968,206262.45138888888,166155.25704809287,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,239800.66404715128,188312.70032751092,188211.90096359744,188792.16389038152,279021.05625,5264.0,27709696.0,72.55342858886821,20,4028049,35,36848.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1026,50.0,8660,5,6,1900,1993,0.0,0.0,760.0,760.0,928,928,2168,0.0,2,0,5,11,0,1998.0,2.0,576.0,467,160,78,0,123000,129119.14240506329,162925.81235521234,142868.775,177537.01463739187,101103.1884057971,185007.3101301641,181382.07555555555,185275.68588235293,206408.96321070235,138208.33333333334,180849.19703703703,103183.33333333333,107108.92857142857,153679.27586206896,143270.97834803528,185258.20247469065,129050.19004524886,139988.4611048478,184021.85823336968,164533.53248693055,166155.25704809287,185221.2841623785,216027.6075117371,100575.0780141844,187770.38222698073,211629.4516129032,183954.74934725848,132132.94776119402,140718.148409894,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,5544.0,30735936.0,74.45804187594514,705,3786700,30,27720.0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1027,82.0,12375,5,5,1951,1951,41.0,329.0,477.0,806.0,1081,341,1422,1.0,1,0,3,7,1,1951.0,1.0,288.0,0,0,0,0,137500,191235.16458072592,162925.81235521234,178998.5648399349,177537.01463739187,137181.9099099099,143223.60550458715,181382.07555555555,185275.68588235293,136480.09174311926,171264.25324274244,180849.19703703703,159582.47333333333,160836.88,263714.70238095237,143270.97834803528,102507.69387755102,148415.5307068366,139988.4611048478,184021.85823336968,164533.53248693055,150107.02,185221.2841623785,138986.70519262983,187441.50366492147,187770.38222698073,139501.60744985673,183954.74934725848,132132.94776119402,140718.148409894,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,4456.0,19855936.0,66.75327707311455,0,3806401,25,22280.0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1029,84.0,8658,6,5,1965,1965,101.0,643.0,445.0,1088.0,1324,0,1324,0.0,2,0,3,6,1,1965.0,2.0,440.0,0,138,0,0,160000,191235.16458072592,162925.81235521234,178998.5648399349,177537.01463739187,145905.81612903226,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,171264.25324274244,180849.19703703703,142940.88768115942,145654.3969465649,212161.4365079365,143270.97834803528,185258.20247469065,148415.5307068366,139988.4611048478,184021.85823336968,164533.53248693055,143263.3825136612,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,139501.60744985673,183954.74934725848,205040.19538334708,204792.03626943004,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,4824.0,23270976.0,69.45502141674135,138,3861225,30,28944.0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
